Application,File,RoutePage,Component,String,StringType,CurrentSource,ExistingLocalizationKey,RequiredAction
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","text-lg font-medium text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","grid gap-3 sm:grid-cols-2 lg:grid-cols-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","rounded-[var(--radius)] border border-gray-200 bg-white p-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","text-xs uppercase tracking-wide text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","mt-1 text-2xl font-semibold tabular-nums text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","mt-1 text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","mb-2 text-lg font-medium text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","rounded-[var(--radius)] border border-dashed border-gray-200 bg-white/40 px-4 py-6 text-center text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","flex flex-col gap-3 sm:flex-row","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","flex-1 rounded-[var(--radius)] border border-gray-200 bg-white p-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","mt-2 text-2xl font-semibold tabular-nums text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","mb-2 text-lg font-medium text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","overflow-x-auto rounded-[var(--radius)] border border-gray-200","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","min-w-full text-left text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","bg-gray-50 text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","px-3 py-2 font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","px-3 py-2 font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","px-3 py-2 font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","px-3 py-2 font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","px-3 py-2 font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","border-t border-gray-200","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","font-medium text-blue-600 underline-offset-2 hover:underline","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","ml-2 font-[var(--mono)] text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","px-3 py-2 font-[var(--mono)] text-gray-700","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","px-3 py-2 tabular-nums","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/usage/UsagePage.tsx","","","px-3 py-2 tabular-nums","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","GymFlow Platform","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","Platform","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","min-h-screen bg-[var(--canvas)] text-[var(--text)]","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","border-b border-amber-200 bg-amber-50 px-4 py-2 text-sm text-amber-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","flex min-h-[calc(100vh-2.5rem)]","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","flex items-center gap-3 border-b border-[var(--sidebar-border)] px-3 py-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","grid h-8 w-8 place-items-center rounded-lg bg-[var(--accent)] text-xs font-bold text-white","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","min-w-0 flex-1","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","truncate text-sm font-bold text-white","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","text-[10px] font-semibold uppercase tracking-wider text-slate-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","rounded px-2 py-1 text-xs text-slate-400 hover:bg-white/5 hover:text-white","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","Expand sidebar","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","Collapse sidebar","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","flex flex-1 flex-col gap-3 overflow-y-auto p-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","flex flex-col gap-0.5","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","px-2.5 pb-1 pt-1 text-[10px] font-bold uppercase tracking-wider text-slate-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","bg-[var(--accent)] text-white","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","text-slate-400 hover:bg-white/5 hover:text-white","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","ml-auto rounded bg-amber-500/20 px-1.5 py-0.5 text-[9px] font-extrabold uppercase tracking-wide text-amber-300","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","flex flex-col gap-2 border-t border-[var(--sidebar-border)] p-3","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","rounded border border-slate-700 px-2 py-1 text-[11px] text-slate-300 hover:bg-white/5","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","flex items-center gap-2.5","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","grid h-8 w-8 shrink-0 place-items-center rounded-full bg-slate-800 text-[11px] font-bold text-white","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","min-w-0 flex-1","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","truncate text-[12.5px] font-bold text-white","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","truncate text-[11px] text-slate-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","rounded border border-slate-700 px-2 py-1 text-[11px] text-slate-300 hover:bg-white/5","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","flex min-w-0 flex-1 flex-col","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","flex h-[52px] shrink-0 items-center gap-3 border-b border-[var(--border)] bg-white px-4 md:px-6","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","flex flex-wrap items-center gap-1.5 text-[13px] text-[var(--text-muted)]","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","font-semibold text-[var(--accent)]","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","font-bold text-[var(--text)]","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","ml-auto text-xs text-[var(--text-muted)]","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","flex-1 overflow-auto p-4 md:p-6","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/layout/AppShell.tsx","","","mx-auto max-w-[1280px]","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/audit.msw.test.ts","","","Platform Admin","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/audit.msw.test.ts","","","Fitness Factory","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/audit.msw.test.ts","","","{""Reason"":""Customer requested more capacity""}","B","string-literal","","leave-technical"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/audit.msw.test.ts","","","global audit log API (MSW)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/audit.msw.test.ts","","","returns a paged result with tenant name/gym code on each row","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/audit.msw.test.ts","","","Fitness Factory","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/audit.msw.test.ts","","","passes tenantId through as a query filter","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/errors.test.ts","","","appends detail when message is a generic provision failure","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/errors.test.ts","","","Provisioning failed / فشل إنشاء الصالة","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/errors.test.ts","","","Invalid column name 'ImpersonatedByPlatformUserId'.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/errors.test.ts","","","Provisioning failed","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","Platform Admin","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","Sarah Nabil","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","You can't disable your own account.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","You can't change your own role.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","platform users API (MSW)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","lists platform users for an admin token","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","is forbidden for a non-admin token (whole resource is PlatformAdminOnly)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","creates a user and it appears in the list","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","New Person","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","disables and reactivates a non-self user","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","changes role for a non-self user","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/platform-users.msw.test.ts","","","backend rejects self-disable and self-role-change (SELF_PROTECTED)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","Tenant is already on this tier.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","Reason is required.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","Reason required.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","returns the updated subscription on success","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","Owner requested upgrade over the phone.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","surfaces the backend errorMessage on failure (400)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","Tenant is already on this tier.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","marks a scheduled downgrade via pendingDowngradeTier","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","Tenant requested downsizing at renewal.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","schedules cancel-at-period-end by default","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","Owner closing the gym at contract end.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","cancels immediately when requested","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","Fraudulent signup confirmed by support.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","returns active subscription after convert","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","Contract signed offline.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","creates new active subscription row","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-actions.msw.test.ts","","","Customer returned after churn.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Amira Owner","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Karim Trainer","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Amira Owner","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Karim Trainer","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Cannot create owner role via this endpoint.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Staff user not found.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","The gym owner cannot be disabled.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Staff user not found.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Staff user not found.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","The gym owner cannot be demoted.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","tenant staff API (MSW)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","lists staff scoped to the tenant in the URL","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","creates a staff member and it appears in that tenant only","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","New Receptionist","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","rejects creating a second Owner","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Second Owner","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","disables and reactivates a non-owner staff member","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Left the company effective today.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Rehired, restoring access.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","changes role for a non-owner staff member","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Promoted to floor manager.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","rejects disabling or demoting the Owner (OWNER_PROTECTED)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Attempting to disable the owner.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Attempting to demote the owner.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","rejects a cross-tenant staff id with NOT_FOUND (backend enforces isolation, not the client)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/tenant-staff.msw.test.ts","","","Cross-tenant probe should fail.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/types.test.ts","","","orders starter < growth < pro < enterprise","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/types.test.ts","","","covers every known tier","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/types.test.ts","","","returns -1 for an unknown tier rather than throwing","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/usage.msw.test.ts","","","Urban Strength","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/usage.msw.test.ts","","","usage summary API (MSW)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/usage.msw.test.ts","","","returns the real response shape unchanged","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/api/usage.msw.test.ts","","","surfaces a 403 as an ApiClientError (Support/Ops/Admin all allowed server-side)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/format.test.ts","","","format helpers","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/format.test.ts","","","formats money with thousands separators and EGP suffix","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/format.test.ts","","","formats DateOnly values","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/format.test.ts","","","formats percent rates (0–1 → %)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/platform-roles.test.ts","","","platform role gating","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/platform-roles.test.ts","","","treats ops and admin as Ops+","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/platform-roles.test.ts","","","detects admin","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/platform-roles.test.ts","","","requires audit reasons of sufficient length","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/platform-roles.test.ts","","","   padded enough reason   ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/usage-limits.ts","","","bg-amber-900 text-amber-100","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/usage-limits.ts","","","bg-red-900 text-red-200","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/lib/usage-limits.ts","","","bg-red-950 text-red-100 ring-1 ring-red-700","A","string-literal","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Activity not found / النشاط غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Name is required / الاسم مطلوب","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Invalid activity kind / نوع النشاط غير صالح","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Activity not found / النشاط غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","System activities cannot be edited / لا يمكن تعديل أنشطة النظام","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Name is required / الاسم مطلوب","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Activity not found / النشاط غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","System activities cannot be deleted / لا يمكن حذف أنشطة النظام","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Activity not found / النشاط غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Activity not found / النشاط غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Schedules apply to classes only / الجداول للحصص فقط","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Select at least one day / اختر يوماً واحداً على الأقل","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Invalid time / الوقت غير صالح","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","End time must be after start / وقت الانتهاء بعد البداية","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Capacity must be at least 1 / السعة 1 على الأقل","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Coach not found / المدرب غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/ActivityService.cs","","","Schedule not found / الجدول غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","Failed to retrieve staff users / فشل في جلب مستخدمي المنظمة","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","Failed to retrieve staff user / فشل في جلب المستخدم","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","Cannot create owner role via this endpoint / لا يمكن إنشاء دور المالك من خلال هذا الطلب","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","PLAN_LIMIT_EXCEEDED|Staff seat limit reached for this plan / تم الوصول لحد مقاعد الموظفين لهذه الخطة","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","Failed to create staff user / فشل في إنشاء المستخدم","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","PLAN_LIMIT_EXCEEDED|Staff seat limit reached for this plan / تم الوصول لحد مقاعد الموظفين لهذه الخطة","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","Failed to update staff user / فشل في تحديث المستخدم","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","Failed to deactivate staff user / فشل في إيقاف المستخدم","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","Failed to reset password / فشل في إعادة تعيين كلمة المرور","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","Failed to reset password / فشل في إعادة تعيين كلمة المرور","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","Could not save photo / تعذر حفظ الصورة","A","Failure","","localize"
"backend","GMS.Application/Services/AdminService.cs","","","Could not load activity / تعذر تحميل النشاط","A","Failure","","localize"
"backend","GMS.Application/Services/AnalyticsService.cs","","","Failed to get dashboard overview","A","Failure","","localize"
"backend","GMS.Application/Services/AnalyticsService.cs","","","Failed to get revenue chart","A","Failure","","localize"
"backend","GMS.Application/Services/AnalyticsService.cs","","","Failed to get attendance heatmap","A","Failure","","localize"
"backend","GMS.Application/Services/AnalyticsService.cs","","","Failed to get member status breakdown","A","Failure","","localize"
"backend","GMS.Application/Services/AnalyticsService.cs","","","Failed to get invitation funnel","A","Failure","","localize"
"backend","GMS.Application/Services/AnalyticsService.cs","","","Invalid month format, expected yyyy-MM / صيغة الشهر غير صحيحة، يجب أن تكون بصيغة yyyy-MM","A","Failure","","localize"
"backend","GMS.Application/Services/AnalyticsService.cs","","","Failed to get trial analytics / فشل جلب تحليلات التجربة المجانية","A","Failure","","localize"
"backend","GMS.Application/Services/AnalyticsService.cs","","","Failed to calculate real-time dashboard","A","Failure","","localize"
"backend","GMS.Application/Services/AttendanceCalculator.cs","","","Check-out must be after check-in / وقت الانصراف يجب أن يكون بعد وقت الحضور","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Invalid gym code.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","This gym is currently inactive. Contact support.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Invalid email or password.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Invalid email or password.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Your account is disabled. Contact your gym manager.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Invalid email or password.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","SUBSCRIPTION_SUSPENDED|This gym subscription is suspended. Please pay the outstanding GymFlow invoice / الاشتراك موقوف — يرجى سداد فاتورة GymFlow","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Invalid refresh token.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Refresh token is expired or revoked.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Your account is disabled.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Tenant not found or inactive.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","SUBSCRIPTION_SUSPENDED|This gym subscription is suspended. Please pay the outstanding GymFlow invoice / الاشتراك موقوف — يرجى سداد فاتورة GymFlow","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Invalid gym code.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","This gym is currently inactive. Contact support.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","No active member found with this phone number at this gym.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","No email address on file. Please contact gym staff to add your email. ","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Failed to send verification code. Please try again.","A","Failure","","localize"
